Código de Ruta,Descripción de la ruta,Código recorrido ,Descripción del recorrido,Sentido,Dia,Mes,Año,Cantidad de Pasajeros Regulares,Cantidad de Adultos Mayores,Ingresos
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Destino – Origen,1,7,2024,2293,0,1249685
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,31,7,2024,2340,100,1275300
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,30,7,2024,1839,146,1002255
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,29,7,2024,1734,189,945030
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,26,7,2024,1502,143,818590
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,25,7,2024,0,0,0
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,24,7,2024,1908,143,1039860
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,23,7,2024,1688,150,919960
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,22,7,2024,1987,185,1082915
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,19,7,2024,1587,178,864915
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,18,7,2024,1877,133,1022965
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,17,7,2024,1788,148,974460
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,16,7,2024,1798,196,979910
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,15,7,2024,1637,198,892165
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,12,7,2024,1506,104,820770
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,11,7,2024,1889,184,1029505
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,10,7,2024,1934,112,1054030
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,9,7,2024,1927,165,1050215
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,8,7,2024,1826,109,995170
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,5,7,2024,1414,168,770630
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,4,7,2024,1641,155,894345
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,3,7,2024,1619,181,882355
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,2,7,2024,1662,124,905790
RF003,UNIVERSIDAD LATINA - HEREDIA,T4469,ESTACION DEL ATLANTICO – HEREDIA,Origen – Destino,1,7,2024,1942,151,1058390
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,31,7,2024,234,0,140400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,30,7,2024,414,0,248400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,29,7,2024,626,0,375600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,26,7,2024,562,0,337200
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,25,7,2024,0,0,0
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,24,7,2024,838,0,502800
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,23,7,2024,706,0,423600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,22,7,2024,705,0,423000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,19,7,2024,611,0,366600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,18,7,2024,594,0,356400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,17,7,2024,640,0,384000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,16,7,2024,620,0,372000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,15,7,2024,480,0,288000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,12,7,2024,710,0,426000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,11,7,2024,546,0,327600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,10,7,2024,758,0,454800
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,9,7,2024,537,0,322200
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,8,7,2024,592,0,355200
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,5,7,2024,431,0,258600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,4,7,2024,580,0,348000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,3,7,2024,713,0,427800
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,2,7,2024,664,0,398400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Destino – Origen,1,7,2024,581,0,348600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,31,7,2024,279,0,167400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,30,7,2024,449,0,269400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,29,7,2024,763,0,457800
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,26,7,2024,559,0,335400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,25,7,2024,0,0,0
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,24,7,2024,696,0,417600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,23,7,2024,663,0,397800
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,22,7,2024,618,0,370800
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,19,7,2024,528,0,316800
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,18,7,2024,660,0,396000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,17,7,2024,745,0,447000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,16,7,2024,687,0,412200
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,15,7,2024,669,0,401400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,12,7,2024,409,0,245400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,11,7,2024,736,0,441600
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,10,7,2024,515,0,309000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,9,7,2024,697,0,418200
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,8,7,2024,602,0,361200
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,5,7,2024,645,0,387000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,4,7,2024,679,0,407400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,3,7,2024,574,0,344400
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,2,7,2024,645,0,387000
RF003,UNIVERSIDAD LATINA - HEREDIA,T4468,UNIVERSIDAD LATINA - HEREDIA,Origen – Destino,1,7,2024,679,0,407400
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,31,7,2024,499,0,154690
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,30,7,2024,346,0,107260
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,29,7,2024,608,0,188480
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,26,7,2024,586,0,181660
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,25,7,2024,0,0,0
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,24,7,2024,680,0,210800
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,23,7,2024,669,0,207390
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,22,7,2024,756,0,234360
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,19,7,2024,517,0,160270
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,18,7,2024,652,0,202120
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,17,7,2024,709,0,219790
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,16,7,2024,686,0,212660
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,15,7,2024,628,0,194680
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,12,7,2024,545,0,168950
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,11,7,2024,448,0,138880
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,10,7,2024,684,0,212040
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,9,7,2024,486,0,150660
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,8,7,2024,671,0,208010
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,5,7,2024,447,0,138570
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,4,7,2024,616,0,190960
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,3,7,2024,738,0,228780
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,2,7,2024,688,0,213280
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Destino – Origen,1,7,2024,493,0,152830
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,31,7,2024,983,2,304730
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,30,7,2024,810,25,251100
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,29,7,2024,1063,12,329530
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,26,7,2024,786,9,243660
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,25,7,2024,0,0,0
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,24,7,2024,1016,0,314960
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,23,7,2024,957,0,296670
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,22,7,2024,1018,11,315580
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,19,7,2024,918,8,284580
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,18,7,2024,1000,0,310000
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,17,7,2024,955,4,296050
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,16,7,2024,1052,3,326120
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,15,7,2024,1110,0,344100
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,12,7,2024,869,7,269390
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,11,7,2024,1100,17,341000
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,10,7,2024,3767,0,1167770
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,9,7,2024,1059,11,328290
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,8,7,2024,935,19,289850
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,5,7,2024,937,0,290470
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,4,7,2024,862,0,267220
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,3,7,2024,819,5,253890
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,2,7,2024,910,0,282100
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4467,ESTACION DEL PACIFICO – METROPOLI III,Origen – Destino,1,7,2024,1039,0,322090
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,31,7,2024,75,0,23250
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,30,7,2024,14,0,4340
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,29,7,2024,74,0,22940
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,26,7,2024,57,0,17670
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,25,7,2024,0,0,0
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,24,7,2024,63,0,19530
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,23,7,2024,84,0,26040
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,22,7,2024,64,0,19840
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,19,7,2024,62,0,19220
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,18,7,2024,74,0,22940
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,17,7,2024,87,0,26970
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,16,7,2024,91,0,28210
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,15,7,2024,71,0,22010
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,12,7,2024,71,0,22010
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,11,7,2024,83,0,25730
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,10,7,2024,60,0,18600
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,9,7,2024,80,0,24800
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,8,7,2024,76,0,23560
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,5,7,2024,46,0,14260
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,4,7,2024,54,0,16740
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,3,7,2024,73,0,22630
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,2,7,2024,58,0,17980
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Destino – Origen,1,7,2024,78,0,24180
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,31,7,2024,50,0,15500
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,30,7,2024,39,0,12090
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,29,7,2024,48,0,14880
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,26,7,2024,27,0,8370
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,25,7,2024,0,0,0
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,24,7,2024,39,0,12090
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,23,7,2024,46,0,14260
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,22,7,2024,45,0,13950
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,19,7,2024,38,0,11780
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,18,7,2024,44,0,13640
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,17,7,2024,42,0,13020
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,16,7,2024,46,0,14260
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,15,7,2024,49,0,15190
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,12,7,2024,24,0,7440
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,11,7,2024,40,0,12470
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,10,7,2024,28,0,8680
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,9,7,2024,47,0,14570
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,8,7,2024,43,0,13330
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,5,7,2024,38,0,11780
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,4,7,2024,40,0,12400
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,3,7,2024,24,0,7440
RF002,INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III,T4466,INDOOR CLUB – UNIVERSIDAD LATINA  - ESTACION DEL PACIFICO,Origen – Destino,2,7,2024,19,0,5890
